wof:id,gp:id
554760143,12769173
554762065,23509919
554760145,12769174
554762067,12776834
554760147,12769175
554760149,12769176
554762069,12776845
554760151,12769177
554762071,12776889
554760155,12769178
554760157,12769179
554762073,12776928
554774015,12782414
554760159,12769181
554762075,12776938
504785137,22503714
538968049,12788918
554762081,12776946
504784923,22503820
554774017,12782424
504785139,22503813
554762087,12777013
538968053,12798660
554752041,12796093
554768113,12766737
504784925,22503728
554762089,12777016
554762091,12777030
554762093,12777037
554762095,12777038
554782001,12772629
554762099,12777048
554774023,12782452
554768117,12766763
554762101,12777057
554762103,12777067
554774025,12782453
554762105,12777122
554768119,12766785
554762107,12777143
554774027,12782454
554782003,12772630
554762109,12777155
554762111,12777156
554752045,12796096
554762113,12777171
554762117,12777174
554762119,12777175
554768121,12766789
554762121,12777177
554774029,12782458
554762123,12777178
554774033,23509958
554770077,12775921
554774035,12782469
554781001,12769659
554774037,12782470
554774039,12782471
554770079,12775928
554774041,12782472
554752047,12796097
554774043,12782473
554774045,12782474
554774047,12782477
554768123,12766792
554770081,12775936
554768125,12766794
554770083,12775938
554768129,12766822
554752049,12796098
554768131,12766828
554770085,12775953
554774051,12782482
554768133,12766829
554770087,12775955
554774053,12782500
554781003,12769663
554774055,12782514
554774057,12782520
554770091,12775961
554774059,12782545
554768135,12766831
554768137,12766833
554774061,12782547
554768139,12766916
554768141,12766925
554774063,12782564
554768143,12766927
554742023,12789088
554768147,12766932
554768149,12766934
554774065,12782592
554768151,12766935
554774069,12782597
554768153,12766939
554774071,12782605
554752051,12796101
554768155,12766943
554768157,12766946
554770093,12775964
554768159,12766950
554770095,12775965
554768161,12766957
554770097,12775967
554781005,12769674
554770099,12775969
554770101,12775983
554770103,12775986
554770105,12775994
554770109,12775997
554768165,12766958
554752055,12796102
554742025,12789089
554742029,12789090
554770111,12776000
554770113,12776014
554770115,12776015
554774073,12782623
554770117,12776022
554752057,12796103
554770119,12776042
504785127,22503817
554759087,12766089
538966369,2525389
554759093,12766091
554768167,12766959
554759097,12766093
554768169,12766965
554759099,12766094
554770121,12776064
554768171,12766966
554759101,12766095
554768173,12766968
554762125,12777179
554759103,12766096
554774075,12782647
554759105,12766097
554760161,12769182
554759107,12766098
554760163,12769183
554759111,12766099
554760165,12769185
554768175,12766969
554759113,12766100
554760167,12769191
554752059,12796104
554768177,12766970
554759115,12766101
554760169,12769193
554759117,12766102
554768179,12766976
554774077,12782667
554760173,12769194
554759119,12766103
554768183,12766978
554759121,12766104
554768185,12766993
554760175,12769197
554781007,12769675
554759123,12766105
554760177,12769198
554759125,12766106
554760179,12769199
554759129,12766107
554760181,12769231
554759131,12766108
554774079,12782727
554760183,12769233
554759133,12766109
554768187,12766994
554760185,12769234
554759135,12766110
554774081,12782746
554768189,12766997
554759137,12766111
554760187,12769291
554783001,12780949
538968035,12771723
554774083,12782765
554782007,12772631
554759139,12766112
554760191,12769292
538968055,23509677
554759141,12766113
554774089,12782775
504785141,22503831
554760193,12769295
554759147,12766115
504784927,22503710
554760195,12769296
554774093,23509960
554759149,23509711
554760199,12769372
554774095,12782777
554759151,12766116
554760201,12769388
554752061,12796106
554759153,23509712
554774097,12782778
554759155,12766117
554760203,12769390
554774099,12782779
554759157,12766119
554774101,12782780
554760205,12769392
554759159,12766120
554774105,12782785
554760209,12769404
554759161,12766121
554760211,12769412
554759165,12766122
554760213,12769420
554759167,12766123
554768191,12767009
554774107,12782790
554784001,12795717
554760215,12769425
554768193,12767049
554774109,12782822
554759169,12766124
554783003,12780950
554782009,12772632
554768195,12767056
554760217,12769448
554752063,12796107
554774111,12782858
554759171,12766125
554768197,12767072
554760219,12769452
554759173,12766126
554768201,12767083
554760221,12769465
554768203,12767102
554759175,23509713
554768205,12767114
554760223,12769482
554768207,12767122
554759177,12766127
554782011,12772633
554760227,12769483
538968057,12767993
554759179,26814988
554768211,12767138
554760229,12769484
504784929,22503782
504785143,22503832
554760231,12769485
554759185,12766129
554760237,12769491
554774113,12782873
554781009,12769679
554759187,12766130
554760239,12769492
554759189,12766131
554760241,12769493
554759191,12766132
554760245,12769494
554759193,12766133
554764145,12795910
554760247,12769495
504785135,24505098
554782013,12772640
554759195,12766134
504784931,22503838
554764151,12795919
538968059,12768524
554760249,12769496
554759197,12766135
554768213,12767139
554764155,12795921
504785145,22503816
554759201,12766136
554760253,12769498
554768215,12767142
554764157,12795922
554759205,26814989
538966371,2525390
554760255,12769499
554782017,12772643
554764159,12795923
554786003,12758786
554759207,12766137
554760259,12769502
554759209,12766138
554764161,12795924
554786005,12758787
554760263,12769503
554759211,12766139
554781011,12769681
554764163,12795926
554786007,12758788
554787001,12772431
554760265,12769504
554759213,12766140
554768219,12767177
554764165,12795928
554786009,23509607
554759215,12766141
554768221,12767180
554752065,12796108
554764169,12795929
554786011,12758791
554768223,12767195
554759219,12766142
554764171,12795930
554786013,23509608
554768225,12767199
554759221,12766143
554764173,12795931
554786015,12758802
554768227,12767202
504784933,22503711
554782019,12772644
554786017,23509609
554764177,12795935
538968061,12768740
554764179,12795936
504785147,22503814
554786021,12758825
554764183,12795940
554786025,12758879
554764187,26814870
554764189,12795950
554788001,12797203
554786027,12758900
554764191,12795953
554786029,12758945
554788003,12797204
554703077,12763380
554764193,12795954
554788005,12797205
554764195,12795956
554788007,12797206
554764197,12795957
554788009,12797207
554764199,12795962
554788011,12797208
554764201,12795966
554788013,23510159
554787003,12772432
554785001,12799634
554774115,12782890
554762127,12777180
554786031,12758952
554763107,12785325
554774117,12782907
554762129,12777181
554786033,12758960
554787005,12772433
554763109,12785326
554774119,12782909
554762131,12777182
554787007,12772438
554763111,12785327
554762135,12777183
554787011,12772440
554763113,12785328
554762137,12777184
554787013,12772441
554774123,12782926
554763115,12785329
554762139,12777185
554787015,12772442
554763119,12785330
554762141,12777186
554787017,12772443
554763121,12785331
554762143,12777187
554763125,12785332
554787019,12772444
538966373,2525391
554762147,23509922
554763127,12785333
554766001,12759223
554787021,12772445
504784937,22503704
554762153,12777191
554763129,12785334
554783005,12780951
554787023,12772446
538968063,12775970
554763131,12785335
554787025,12772447
504785149,22503808
554763135,12785337
554787029,12772448
554762157,12777207
554763139,12785339
554787031,12772449
554762159,12777233
554763143,12792862
554787033,12772450
554789001,12796553
554762161,23509923
554763145,12792867
554789003,23510142
554787035,12772451
554762163,12777259
554789005,12796574
554763147,12792886
554787037,12772452
554762165,12777272
554763149,12792890
554789009,12796578
554787039,12772453
554762167,12777282
554766005,12759237
554721035,12776669
554763151,12792891
554785003,12799635
554787041,12772454
554762171,12777283
554763153,12792892
554787043,12772455
554763155,12792893
554787047,12772456
554763157,12792894
554787049,12772457
554762173,12777296
554763161,12792896
554721037,12776670
554762177,12777307
538966375,12520601
554766007,12759243
554783007,12780952
554763163,12792898
504784939,22503795
554762179,12777308
554766011,12759254
554763165,12792900
504785153,22503715
554762183,12777315
554763167,12792901
538966379,23505071
554762189,12777318
504784941,22503780
554763169,12792932
554762193,12777320
504785155,22503830
554763173,12792934
554762195,12777321
538966381,12759405
554763179,12792936
554762197,12777395
504784943,22503793
554721041,12776672
554763183,12792940
554762199,12777449
504785157,22503836
554763185,12792941
554766013,12759256
554762201,12777478
538966383,12759510
554763189,12792980
504784945,22503791
554766015,12759259
554763193,12792983
504785159,22503841
554766019,12759265
554732021,12783337
538966385,12759564
554762203,12777496
504784947,22503789
554762207,12777534
504785161,24505100
554762211,12777540
504784949,22503709
554762215,12777568
538966387,12759640
504785163,22503802
554762219,12777651
554784005,12795720
504784951,22503707
554762227,12777655
538966389,12759659
554762229,12777664
554766025,12759315
504785165,22503801
554762233,12777680
504784955,22503703
554762237,12777682
538966391,12759689
504785167,22503778
554762245,12777686
504784957,22503840
538966393,12759750
554762251,12777694
504784959,22503784
504785171,22503779
554762257,12777700
538966397,12759765
504785173,22503717
554784009,12795725
504784961,22503708
554762265,12777704
538966399,12759779
504784963,22503743
504784965,22503741
538966401,12760396
554762269,12777705
538966403,12760398
504784967,22503754
538966405,12760399
504784969,22503870
554762281,12777800
504784973,22503742
538966407,12760437
504785175,22503718
554762291,12777839
538966409,12764882
504784975,22503737
504785177,22503798
554762301,12777925
538966411,12765168
504784977,22503738
504785179,22503799
554762309,12777929
538966415,12766438
504785181,24505102
538966417,12768085
554784017,12795729
504785183,22503749
554762321,12777934
504784979,22503740
538966419,12768111
504785185,22503725
504784981,24505101
554762325,12777936
538966421,12768411
504784983,22503800
538966423,12768683
504784985,22503874
554762337,12777941
538966425,12773585
504784987,22503823
538966427,12774630
504784991,24505088
554762347,12777946
538966429,12774703
554787051,12772458
538966433,12775155
554762359,12777953
504784995,22503722
554787055,12772460
538966435,12775537
504784997,22503873
554762365,12778075
554787057,12772461
538966437,12775605
504784999,24505090
554762373,12778087
538966439,12775626
554787059,12772462
538966441,12775663
538966443,12775730
554762379,12778106
554787065,12772483
538966445,12775904
538966447,12776034
554762387,12778151
538966451,12776052
538966453,12777278
554762393,12778214
538966455,12777811
538966457,12782730
554762399,12778327
554723003,12777977
538966459,12782976
538966461,12783060
538966463,12783092
554784025,12795732
554762407,12778348
538966465,12783470
538966469,23424636
554762411,12778350
538966471,12785382
538966473,12785809
554762417,12778360
538966475,23424638
538967001,12792518
538966477,12786523
554762427,12778367
538967003,23510076
554696705,12776477
554762433,12778370
538966479,12787144
554696707,12779558
554762441,12778373
538967005,23510084
538966481,12787864
554698103,12759338
554696709,12786757
554762447,12778377
538967009,23424666
554784031,12795736
538966483,12789880
554762451,12778380
538967011,12793831
538966487,12791206
554696711,12789611
554786035,12758961
538967013,12794251
538966489,12791276
554786045,12759044
538967015,23510127
554696713,23510021
554786051,12759074
538966491,12792552
554696715,12794825
554786059,12759280
538967017,12797556
538966493,12794299
554696717,12798657
554786065,12759391
538966495,12794966
554696719,12798699
538967019,12797593
538966497,12795311
554759223,12766144
538967021,26814909
554759231,12766148
554696723,23424564
538966499,12797411
538967023,12799434
554759239,12766151
554696725,12761647
554723005,12777978
554759247,12766155
538966501,12798392
554785005,12799637
538967027,12799478
538966505,12759232
554759251,12766158
554696727,12761902
538967029,23424689
554759259,12766161
538966507,12759619
538967031,12758365
554759265,12766163
538966509,12759740
538967033,12758700
554696729,12761937
538966511,12760397
554696731,12761989
538967035,12758701
538966513,12760774
554696733,26814593
554759273,12766166
538967037,12758702
554696735,12772319
554759295,12766176
538967039,12758703
554764205,12795970
538966515,12761195
554759299,12766178
554696737,12776764
554764209,12795980
538967041,12758704
554759303,12766180
538966517,12761310
538967045,12758705
554696741,12777313
538966519,12761605
554754005,12797978
554732025,12783339
538967047,12758706
554696743,12782781
554757005,28350131
538966523,12761830
554696745,12782783
538967049,12758776
538966525,12761862
538967051,12758777
554696747,12786074
538966527,12761877
538967053,23509632
554696749,26814856
538967055,12761309
554696751,12765915
538966529,12761878
554696753,12768538
538967057,23509664
538966531,12761881
538967059,23509669
538966533,12761933
538967063,12763481
538966535,12763376
554759309,12766182
554757011,28350134
554759355,12766325
554759357,12766326
554764213,12795984
554759359,23509718
554764215,12795985
554759363,12766328
554764217,12795987
554759365,23509720
554764219,12795989
554759367,23509721
554764223,12795994
554759369,12766330
554764225,12795998
554759371,12766336
554782025,12772646
554764227,12796002
554759373,12766338
554764229,12796016
554759375,12766339
554696759,12758285
554764231,12796023
554759377,12766347
538967065,12765457
554764235,12796026
554782027,12772649
554764243,12796036
554698111,12759342
554764247,12796037
554764249,12796038
554764251,12796041
554782029,12772650
554764253,12796046
554696763,12758287
554764255,12796047
554696761,12758286
538966541,12763562
554723007,12777979
538967067,12766017
554764263,12796051
538966543,12763625
554764267,12796058
554764271,12796060
554711007,12769314
554764273,12796064
554764277,12796067
554782031,12772651
554696765,12758289
554764279,12796073
538967069,12766047
554764283,12796076
538966545,12765721
554764289,12796081
554764291,23510136
554782033,12772652
554764295,12796089
554716011,12773468
554732027,12783340
554782035,12772655
554696769,12758291
554696767,12758290
554786077,12759456
538967071,12766052
538966547,12767121
554696755,12792580
538966549,12767149
538967073,23509707
554782037,12772656
538967075,23509708
554707005,12766312
538966551,12767258
504784993,22503776
554699039,12760042
554721045,12776691
554696771,12758293
538966553,12767291
554789011,12796600
554762453,12778381
554760267,12769507
554774125,12782989
554788015,12797215
538967517,12761701
554789017,12796714
554760269,12769508
554788019,12797217
554789019,12796850
554760271,12769509
538967519,12761703
554727019,12780522
554760273,12769511
538967521,23509657
554760275,12769512
538967523,23509658
554760277,12769513
554760281,12769514
538967525,12761761
538967527,12761764
554760283,12769517
538967531,23509659
554760285,12769518
538967533,23509660
554786083,12760476
554786085,12760477
538967535,12761843
554789021,12796855
554786087,12760488
